TRANSACTION DATE/TIME,CONTRACT,PNL,OPEN / CLOSE,BUY / SELL,QUANTITY,ORDER TYPE,INSTRUMENT TYPE,CALL / PUT,STRIKE PRICE,LIMIT PRICE,TIME IN FORCE,FILL PRICE,STOP PRICE
04/23/2026 10:31:16 PM,MNQM26,buy_order,buy_order,BUY,5,MKT,true,CALL,27000,0.0,DAY,938.0,0.0
05/06/2026 12:10:13 AM,MNQM26,sell_order,sell_order,SELL,5,MKT,true,CALL,27000,0.0,DAY,1660.0,0.0
04/23/2026 10:31:37 PM,MNQM26,buy_order,buy_order,BUY,5,MKT,true,PUT,27000,0.0,DAY,852.0,0.0
05/06/2026 12:10:13 AM,MNQM26,sell_order,sell_order,SELL,5,MKT,true,PUT,27000,0.0,DAY,343.0,0.0
